url,UPC,Casepack Dimension,Price,Casepack
https://www.4sgm.com/product/45254/Little-Mimos-Plush-Baby-Blanket-W--Toy-Dog.html,795229452548,21.80L x 12.90W x 20.00H,$4.35,/each
